BGC_name	Sum_of_expression	Average_expression	Median_expression	Bin	Type	Cluster	Sponge_ID	Phylum
FL2014_9_c00123_NODE_12...region001	0.000249133	3.56E-05	2.98E-05	FL2014_9_0007	Other	1234	FL2014_9	Proteobacteria
FL2014_9_c00124_NODE_12...region001	0.000529086	3.11E-05	1.68E-05	FL2014_9_0089	Terpene	292	FL2014_9	Nitrospinota_A
FL2014_9_c00124_NODE_12...region002	0.000454482	2.39E-05	1.42E-05	FL2014_9_0089	Other	719	FL2014_9	Nitrospinota_A
FL2014_9_c00126_NODE_12...region001	0.000427657	1.86E-05	9.45E-06	FL2014_9_0009	Other	1178	FL2014_9	Actinobacteriota
FL2014_9_c00129_NODE_12...region001	0.000454557	5.68E-05	1.63E-05	FL2014_9_0002	Other	501	FL2014_9	Proteobacteria
FL2014_9_c00130_NODE_13...region001	0.000208932	4.18E-05	1.89E-05	FL2014_9_0011	Other	474	FL2014_9	Proteobacteria
FL2014_9_c00130_NODE_13...region002	0.001032864	4.30E-05	3.08E-05	FL2014_9_0011	Other	414	FL2014_9	Proteobacteria
FL2014_9_c00130_NODE_13...region003	0.000796942	0.000113849	3.82E-05	FL2014_9_0011	Other	944	FL2014_9	Proteobacteria
FL2014_9_c00131_NODE_13...region001	0.000718091	0.000143618	5.96E-05	FL2014_9_0090	Other	138	FL2014_9	Gemmatimonadota
FL2014_9_c00131_NODE_13...region002	9.77E-05	1.63E-05	1.47E-05	FL2014_9_0090	Other	173	FL2014_9	Gemmatimonadota
FL2014_9_c00132_NODE_13...region001	0.005884763	0.000255859	3.39E-05	FL2014_9_0003	Terpene	728	FL2014_9	Chloroflexota
FL2014_9_c00136_NODE_13...region001	0.004896303	0.00081605	2.54E-05	FL2014_9_0064	RiPP	1042	FL2014_9	Proteobacteria
FL2014_9_c00137_NODE_13...region001	0.008613944	0.000331306	0.000172379	FL2014_9_0097	Other	1384	FL2014_9	Poribacteria
FL2014_9_c00138_NODE_13...region001	0.000679379	3.09E-05	1.32E-05	FL2014_9_0116	Other	549	FL2014_9	Actinobacteriota
FL2014_9_c00138_NODE_13...region002	0.000119415	1.99E-05	9.04E-06	FL2014_9_0116	Other	802	FL2014_9	Actinobacteriota
FL2014_9_c00138_NODE_13...region003	0.000233828	1.67E-05	4.31E-06	FL2014_9_0116	Other	718	FL2014_9	Actinobacteriota
FL2014_9_c00139_NODE_13...region001	0.002002203	6.46E-05	2.32E-05	Unbinned	PKSI	659	FL2014_9	Unbinned
FL2014_9_c00140_NODE_14...region001	0.001428653	0.000119054	8.20E-05	FL2014_9_0003	Other	1504	FL2014_9	Chloroflexota
FL2014_9_c00144_NODE_14...region001	0.002053445	5.87E-05	4.03E-05	FL2014_9_0075	Other	52	FL2014_9	Verrucomicrobiota
FL2014_9_c00145_NODE_14...region001	0.00075718	2.61E-05	1.45E-05	FL2014_9_0073	PKSI	1677	FL2014_9	Gemmatimonadota
FL2014_9_c00146_NODE_14...region001	0.00010815	1.80E-05	1.78E-05	FL2014_9_15	Other	1223	FL2014_9	Nitrospinota_A
FL2014_9_c00147_NODE_14...region001	0.002229021	0.000139314	0.000103734	FL2014_9_0071	Other	794	FL2014_9	Chloroflexota
FL2014_9_c00150_NODE_15...region001	0.00106497	4.10E-05	1.12E-05	FL2014_9_0005	NRPS	164	FL2014_9	Acidobacteriota
FL2014_9_c00151_NODE_15...region001	0.000364242	7.28E-05	7.23E-05	FL2014_9_0008	Other	926	FL2014_9	Chloroflexota
FL2014_9_c00151_NODE_15...region002	0.001011403	4.82E-05	3.72E-05	FL2014_9_0008	Other	624	FL2014_9	Chloroflexota
FL2014_9_c00154_NODE_15...region001	0.000578253	3.40E-05	1.97E-05	FL2014_9_0114	Terpene	1419	FL2014_9	Chloroflexota
FL2014_9_c00154_NODE_15...region002	5.26E-05	5.26E-06	4.05E-06	FL2014_9_0114	Other	380	FL2014_9	Chloroflexota
FL2014_9_c00154_NODE_15...region003	0.000227817	1.34E-05	4.48E-06	FL2014_9_0114	Other	883	FL2014_9	Chloroflexota
FL2014_9_c00155_NODE_15...region001	0.000204537	4.09E-05	2.78E-05	FL2014_9_0086	Other	601	FL2014_9	Acidobacteriota
FL2014_9_c00155_NODE_15...region002	0.000242815	1.06E-05	4.94E-06	FL2014_9_0086	Terpene	328	FL2014_9	Acidobacteriota
FL2014_9_c00156_NODE_15...region001	0.000236448	2.96E-05	2.07E-05	FL2014_9_0064	Other	1331	FL2014_9	Proteobacteria
FL2014_9_c00157_NODE_15...region001	0.003063418	0.00017019	6.39E-05	FL2014_9_0003	Other	1281	FL2014_9	Chloroflexota
FL2014_9_c00157_NODE_15...region002	0.006719868	0.000203632	6.90E-05	FL2014_9_0003	NRPS	1942	FL2014_9	Chloroflexota
FL2014_9_c00159_NODE_15...region001	0.000236531	1.69E-05	3.79E-06	FL2014_9_0088	Terpene	569	FL2014_9	Acidobacteriota
FL2014_9_c00160_NODE_16...region001	4.31E-05	3.32E-06	0	FL2014_9_0080	Other	897	FL2014_9	Proteobacteria
FL2014_9_c00160_NODE_16...region002	3.03E-05	6.06E-06	4.03E-06	FL2014_9_0080	Other	221	FL2014_9	Proteobacteria
FL2014_9_c00160_NODE_16...region003	7.35E-05	5.25E-06	3.40E-06	FL2014_9_0080	Other	1246	FL2014_9	Proteobacteria
FL2014_9_c00162_NODE_16...region001	0.003089177	9.97E-05	2.92E-05	Unbinned	PKSI	561	FL2014_9	Unbinned
FL2014_9_c00163_NODE_16...region001	0.000387695	1.76E-05	1.15E-05	FL2014_9_0089	Other	1848	FL2014_9	Nitrospinota_A
FL2014_9_c00164_NODE_16...region001	0.000804686	5.75E-05	4.96E-05	FL2014_9_0066	Other	796	FL2014_9	Chloroflexota
FL2014_9_c00165_NODE_16...region001	0.001778559	0.00011116	1.97E-05	FL2014_9_0092	Terpene	460	FL2014_9	Proteobacteria
FL2014_9_c00165_NODE_16...region002	0.0002551	2.32E-05	1.26E-05	FL2014_9_0092	Other	1151	FL2014_9	Proteobacteria
FL2014_9_c00165_NODE_16...region003	0.000317467	2.65E-05	0	FL2014_9_0092	Other	1753	FL2014_9	Proteobacteria
FL2014_9_c00166_NODE_16...region001	0.010647353	0.000425894	0.00027579	FL2014_9_0063	Other	881	FL2014_9	Chloroflexota
FL2014_9_c00166_NODE_16...region002	0.00141154	0.000141154	0.000134232	FL2014_9_0063	Other	1708	FL2014_9	Chloroflexota
FL2014_9_c00167_NODE_16...region001	0.002769287	0.000153849	2.54E-05	FL2014_9_0141	Terpene	1368	FL2014_9	Gemmatimonadota
FL2014_9_c00169_NODE_16...region001	0.000696459	7.74E-05	6.21E-05	FL2014_9_0076	Other	909	FL2014_9	Chloroflexota
FL2014_9_c00171_NODE_17...region001	5.35E-05	7.65E-06	5.75E-06	FL2014_9_0073	Other	1352	FL2014_9	Gemmatimonadota
FL2014_9_c00172_NODE_17...region001	0.000269755	1.59E-05	1.18E-05	FL2014_9_0002	Terpene	1190	FL2014_9	Proteobacteria
FL2014_9_c00172_NODE_17...region002	9.77E-05	1.63E-05	6.20E-06	FL2014_9_0002	Other	867	FL2014_9	Proteobacteria
FL2014_9_c00174_NODE_17...region001	0.000191045	3.82E-05	3.88E-05	FL2014_9_0085	Other	640	FL2014_9	Chloroflexota
FL2014_9_c00178_NODE_17...region001	0.001342609	5.37E-05	2.55E-05	FL2014_9_0115	Other	839	FL2014_9	Chloroflexota
FL2014_9_c00179_NODE_17...region001	0.001259429	0.000104952	7.63E-05	FL2014_9_0065	Other	832	FL2014_9	Desulfobacterota_B
FL2014_9_c00180_NODE_18...region001	0.000607331	6.07E-05	3.48E-05	FL2014_9_0092	RiPP	630	FL2014_9	Proteobacteria
FL2014_9_c00180_NODE_18...region002	0.000184894	2.31E-05	1.01E-05	FL2014_9_0092	Other	498	FL2014_9	Proteobacteria
FL2014_9_c00181_NODE_18...region001	0.000196487	1.96E-05	1.22E-05	FL2014_9_0089	Other	1033	FL2014_9	Nitrospinota_A
FL2014_9_c00181_NODE_18...region002	0.00010728	6.70E-06	8.28E-06	FL2014_9_0089	Other	882	FL2014_9	Nitrospinota_A
FL2014_9_c00183_NODE_18...region001	0.001400678	8.75E-05	3.54E-05	FL2014_9_0071	PKSI	559	FL2014_9	Chloroflexota
FL2014_9_c00183_NODE_18...region002	0.001683525	0.000240504	0.000251067	FL2014_9_0071	Other	1350	FL2014_9	Chloroflexota
FL2014_9_c00184_NODE_18...region001	0.000165671	1.66E-05	1.42E-05	FL2014_9_0178	Other	310	FL2014_9	Gemmatimonadota
FL2014_9_c00184_NODE_18...region002	0.000184145	1.84E-05	3.54E-06	FL2014_9_0178	Other	1680	FL2014_9	Gemmatimonadota
FL2014_9_c00185_NODE_18...region001	0.000120026	1.71E-05	1.06E-05	FL2014_9_0092	Other	88	FL2014_9	Proteobacteria
FL2014_9_c00187_NODE_18...region001	0.000877651	0.00017553	2.73E-05	Unbinned	Other	1940	FL2014_9	Unbinned
FL2014_9_c00189_NODE_18...region001	0.000381704	2.12E-05	7.06E-06	FL2014_9_0115	Other	1643	FL2014_9	Chloroflexota
FL2014_9_c00194_NODE_19...region001	0.001188072	0.000148509	0.000150749	FL2014_9_0003	Other	1890	FL2014_9	Chloroflexota
FL2014_9_c00194_NODE_19...region002	0.001113974	0.000159139	5.83E-05	FL2014_9_0003	Other	623	FL2014_9	Chloroflexota
FL2014_9_c00194_NODE_19...region003	0.004510776	0.000237409	0.000136852	FL2014_9_0003	Other	1558	FL2014_9	Chloroflexota
FL2014_9_c00196_NODE_19...region001	0.002976948	0.000165386	4.42E-05	FL2014_9_0091	Terpene	1706	FL2014_9	Gemmatimonadota
FL2014_9_c00197_NODE_19...region001	0.000489877	2.58E-05	1.26E-05	FL2014_9_0089	Other	1388	FL2014_9	Nitrospinota_A
FL2014_9_c00197_NODE_19...region002	0.000660223	4.72E-05	2.16E-05	FL2014_9_0089	Other	494	FL2014_9	Nitrospinota_A
FL2014_9_c00202_NODE_20...region001	0.000833441	3.97E-05	2.24E-05	FL2014_9_0014	Terpene	663	FL2014_9	Proteobacteria
FL2014_9_c00202_NODE_20...region002	7.91E-05	6.09E-06	3.41E-06	FL2014_9_0014	Other	344	FL2014_9	Proteobacteria
FL2014_9_c00203_NODE_20...region001	0.000318294	3.98E-05	1.23E-05	FL2014_9_15	Other	855	FL2014_9	Nitrospinota_A
FL2014_9_c00204_NODE_20...region001	0.002061841	0.000121285	0.000106003	FL2014_9_0113	Terpene	496	FL2014_9	Proteobacteria
FL2014_9_c00206_NODE_20...region001	5.08E-05	8.47E-06	2.70E-06	Unbinned	Other	806	FL2014_9	Unbinned
FL2014_9_c00206_NODE_20...region002	1.34E-05	2.23E-06	1.32E-06	Unbinned	Other	1120	FL2014_9	Unbinned
FL2014_9_c00209_NODE_20...region001	0.000406865	2.26E-05	1.84E-05	FL2014_9_0009	Other	1058	FL2014_9	Actinobacteriota
FL2014_9_c00209_NODE_20...region002	0.00019978	9.08E-06	4.27E-06	FL2014_9_0009	Other	447	FL2014_9	Actinobacteriota
FL2014_9_c00211_NODE_21...region001	0.000557876	5.58E-05	3.84E-05	FL2014_9_0162	Other	159	FL2014_9	Gemmatimonadota
FL2014_9_c00214_NODE_21...region001	0.00035016	5.00E-05	4.95E-05	FL2014_9_0079	Other	436	FL2014_9	Proteobacteria
FL2014_9_c00215_NODE_21...region001	0.000574612	7.18E-05	3.74E-05	FL2014_9_0011	Other	1326	FL2014_9	Proteobacteria
FL2014_9_c00215_NODE_21...region002	0.001720628	0.000245804	3.10E-05	FL2014_9_0011	RiPP	400	FL2014_9	Proteobacteria
FL2014_9_c00217_NODE_21...region001	0.00481161	0.000229124	8.31E-05	FL2014_9_0008	Other	1985	FL2014_9	Chloroflexota
FL2014_9_c00219_NODE_21...region001	0.017784131	0.000889207	0.000371741	FL2014_9_0078	Terpene	620	FL2014_9	Chloroflexota
FL2014_9_c00221_NODE_22...region001	0.000154165	2.20E-05	9.47E-06	FL2014_9_0005	Other	115	FL2014_9	Acidobacteriota
FL2014_9_c00221_NODE_22...region002	9.60E-05	1.37E-05	1.33E-05	FL2014_9_0005	Other	1275	FL2014_9	Acidobacteriota
FL2014_9_c00223_NODE_22...region001	0.000175841	8.79E-06	2.45E-06	FL2014_9_0114	Other	1632	FL2014_9	Chloroflexota
FL2014_9_c00223_NODE_22...region002	0.00043282	2.16E-05	7.96E-06	FL2014_9_0114	Other	219	FL2014_9	Chloroflexota
FL2014_9_c00226_NODE_22...region001	0.000196466	1.79E-05	8.39E-06	FL2014_9_11	RiPP	766	FL2014_9	Proteobacteria
FL2014_9_c00226_NODE_22...region002	0.000359285	1.56E-05	8.36E-06	FL2014_9_11	Terpene	1316	FL2014_9	Proteobacteria
FL2014_9_c00229_NODE_22...region001	0.000174274	3.49E-05	3.31E-05	FL2014_9_14	Other	725	FL2014_9	Gemmatimonadota
FL2014_9_c00229_NODE_22...region002	0.001242528	0.000155316	7.43E-05	FL2014_9_14	Other	1513	FL2014_9	Gemmatimonadota
FL2014_9_c00231_NODE_23...region001	0.000112612	6.26E-06	0	FL2014_9_12	Other	812	FL2014_9	Actinobacteriota
FL2014_9_c00232_NODE_23...region001	0.000246772	2.47E-05	2.31E-05	FL2014_9_0082	Other	1927	FL2014_9	Bacteroidota
FL2014_9_c00232_NODE_23...region002	0.003275581	0.000218372	3.54E-05	FL2014_9_0082	Terpene	1134	FL2014_9	Bacteroidota
FL2014_9_c00232_NODE_23...region003	0.000201881	4.04E-05	2.90E-05	FL2014_9_0082	Other	1026	FL2014_9	Bacteroidota
FL2014_9_c00236_NODE_23...region001	0.003193505	0.000245654	5.42E-05	FL2014_9_0004	Other	1654	FL2014_9	Proteobacteria
FL2014_9_c00240_NODE_24...region001	0.000995468	9.95E-05	9.13E-05	FL2014_9_0082	Other	1935	FL2014_9	Bacteroidota
FL2014_9_c00242_NODE_24...region001	0.000270414	1.93E-05	6.89E-06	FL2014_9_0099	Other	1732	FL2014_9	Actinobacteriota
FL2014_9_c00242_NODE_24...region002	0.000160536	1.46E-05	4.85E-06	FL2014_9_0099	Other	896	FL2014_9	Actinobacteriota
FL2014_9_c00245_NODE_24...region001	0.001110257	0.000185043	4.40E-05	FL2014_9_10	Other	1505	FL2014_9	Proteobacteria
FL2014_9_c00246_NODE_24...region001	0.000412536	3.75E-05	1.40E-05	FL2014_9_0089	Other	443	FL2014_9	Nitrospinota_A
FL2014_9_c00246_NODE_24...region002	0.000978047	3.26E-05	1.19E-05	FL2014_9_0089	Other	814	FL2014_9	Nitrospinota_A
FL2014_9_c00247_NODE_24...region001	0.002161189	0.000240132	0.000173077	FL2014_9_0003	Other	186	FL2014_9	Chloroflexota
FL2014_9_c00248_NODE_24...region001	0.002815474	0.00013407	8.70E-05	FL2014_9_0076	Terpene	1921	FL2014_9	Chloroflexota
FL2014_9_c00254_NODE_25...region001	0.002201108	6.47E-05	2.57E-05	FL2014_9_0068	PKSI	921	FL2014_9	Proteobacteria
FL2014_9_c00254_NODE_25...region002	0.004659696	0.000582462	5.10E-05	FL2014_9_0068	RiPP	652	FL2014_9	Proteobacteria
FL2014_9_c00256_NODE_25...region001	0.000128663	1.61E-05	1.22E-05	FL2014_9_0007	Other	815	FL2014_9	Proteobacteria
FL2014_9_c00256_NODE_25...region002	0.000136229	1.24E-05	8.75E-06	FL2014_9_0007	Other	1052	FL2014_9	Proteobacteria
FL2014_9_c00257_NODE_25...region001	0.011342396	0.00113424	0.000950672	FL2014_9_0078	Other	1233	FL2014_9	Chloroflexota
FL2014_9_c00258_NODE_25...region001	0.000183156	1.53E-05	1.23E-05	FL2014_9_0002	Other	1071	FL2014_9	Proteobacteria
FL2014_9_c00263_NODE_26...region001	0.000830834	5.93E-05	3.16E-05	Unbinned	Terpene	2025	FL2014_9	Unbinned
FL2014_9_c00264_NODE_26...region001	0.000452129	2.66E-05	1.74E-05	FL2014_9_0005	Other	1728	FL2014_9	Acidobacteriota
FL2014_9_c00265_NODE_26...region001	0.000475757	6.80E-05	3.79E-05	FL2014_9_0116	Other	750	FL2014_9	Actinobacteriota
FL2014_9_c00273_NODE_27...region001	9.23E-05	1.15E-05	8.66E-06	FL2014_9_0065	Other	983	FL2014_9	Desulfobacterota_B
FL2014_9_c00278_NODE_27...region001	0.003911174	0.000391117	0.000156337	FL2014_9_0070	Other	1043	FL2014_9	Chloroflexota
FL2014_9_c00278_NODE_27...region002	0.00617844	0.000325181	0.000159325	FL2014_9_0070	Other	907	FL2014_9	Chloroflexota
FL2014_9_c00279_NODE_27...region001	0.005218595	0.00026093	7.53E-05	FL2014_9_0115	Other	1556	FL2014_9	Chloroflexota
FL2014_9_c00279_NODE_27...region002	0.000177438	2.22E-05	1.77E-05	FL2014_9_0115	Other	996	FL2014_9	Chloroflexota
FL2014_9_c00282_NODE_28...region001	0.000265008	1.39E-05	8.70E-06	FL2014_9_0085	Terpene	161	FL2014_9	Chloroflexota
FL2014_9_c00285_NODE_28...region001	0.000407199	4.52E-05	5.12E-05	FL2014_9_0066	Other	1683	FL2014_9	Chloroflexota
FL2014_9_c00289_NODE_28...region001	0.001120991	4.87E-05	3.31E-05	Unbinned	Terpene	479	FL2014_9	Unbinned
FL2014_9_c00294_NODE_29...region001	0.003641467	0.00052021	9.15E-05	FL2014_9_14	RiPP	264	FL2014_9	Gemmatimonadota
FL2014_9_c00297_NODE_29...region001	0.001066417	3.33E-05	6.12E-06	FL2014_9_0002	RiPP	359	FL2014_9	Proteobacteria
FL2014_9_c00301_NODE_30...region001	0.000199004	2.84E-05	2.22E-05	FL2014_9_0065	Other	1080	FL2014_9	Desulfobacterota_B
FL2014_9_c00303_NODE_30...region001	9.68E-05	1.38E-05	1.26E-05	FL2014_9_0089	Other	1579	FL2014_9	Nitrospinota_A
FL2014_9_c00303_NODE_30...region002	0.001439429	4.96E-05	1.27E-05	FL2014_9_0089	PKSI	1182	FL2014_9	Nitrospinota_A
FL2014_9_c00306_NODE_30...region001	0.000892075	9.91E-05	1.57E-05	FL2014_9_0090	Other	1420	FL2014_9	Gemmatimonadota
FL2014_9_c00306_NODE_30...region002	0.000125717	2.10E-05	1.96E-05	FL2014_9_0090	Other	1315	FL2014_9	Gemmatimonadota
FL2014_9_c00309_NODE_30...region001	0.000455217	3.25E-05	3.77E-06	FL2014_9_0099	Other	287	FL2014_9	Actinobacteriota
FL2014_9_c00310_NODE_31...region001	0.000195768	3.26E-05	1.15E-05	FL2014_9_0086	Other	1614	FL2014_9	Acidobacteriota
FL2014_9_c00316_NODE_31...region001	0.00215551	0.000143701	4.78E-05	FL2014_9_0018	Other	114	FL2014_9	Chloroflexota
FL2014_9_c00317_NODE_31...region001	0.000873444	0.000109181	2.12E-05	FL2014_9_0017	RiPP	94	FL2014_9	Acidobacteriota
FL2014_9_c00318_NODE_31...region001	0.001922989	4.69E-05	2.01E-05	FL2014_9_0086	NRPS	1567	FL2014_9	Acidobacteriota
FL2014_9_c00321_NODE_32...region001	0.00159273	0.000122518	3.47E-05	FL2014_9_0017	Terpene	1049	FL2014_9	Acidobacteriota
FL2014_9_c00331_NODE_33...region001	0.00017234	2.46E-05	1.02E-05	FL2014_9_0002	Other	947	FL2014_9	Proteobacteria
FL2014_9_c00331_NODE_33...region002	7.53E-05	8.36E-06	6.82E-06	FL2014_9_0002	Other	174	FL2014_9	Proteobacteria
FL2014_9_c00332_NODE_33...region001	0.007022133	0.000184793	7.38E-05	FL2014_9_0079	PKSI	644	FL2014_9	Proteobacteria
FL2014_9_c00333_NODE_33...region001	0.000200503	1.43E-05	7.91E-06	FL2014_9_0089	Other	1514	FL2014_9	Nitrospinota_A
FL2014_9_c00333_NODE_33...region002	0.000479047	2.40E-05	3.16E-06	FL2014_9_0089	Other	1775	FL2014_9	Nitrospinota_A
FL2014_9_c00334_NODE_33...region001	0.000723509	0.000144702	0.000177576	FL2014_9_0096	Other	1771	FL2014_9	Actinobacteriota
FL2014_9_c00337_NODE_33...region001	0.000405404	4.50E-05	2.64E-05	FL2014_9_0115	Other	879	FL2014_9	Chloroflexota
FL2014_9_c00338_NODE_33...region001	0.000280454	1.56E-05	7.60E-06	FL2014_9_15	Other	1966	FL2014_9	Nitrospinota_A
FL2014_9_c00339_NODE_33...region001	0.0002414	4.83E-05	2.59E-05	FL2014_9_0004	Other	2000	FL2014_9	Proteobacteria
FL2014_9_c00340_NODE_34...region001	0.004497536	0.000118356	2.40E-05	FL2014_9_0077	NRPS	1533	FL2014_9	Acidobacteriota
FL2014_9_c00342_NODE_34...region001	0.000343889	6.88E-05	2.75E-05	Unbinned	Other	1657	FL2014_9	Unbinned
FL2014_9_c00344_NODE_34...region001	0.003696638	0.000112019	1.23E-05	FL2014_9_0087	RiPP	1960	FL2014_9	Acidobacteriota
FL2014_9_c00346_NODE_34...region001	0.000915998	5.39E-05	4.40E-05	FL2014_9_0072	Terpene	1095	FL2014_9	Nitrospirota
FL2014_9_c00347_NODE_34...region001	0.000617036	6.17E-05	4.86E-05	FL2014_9_10	Other	556	FL2014_9	Proteobacteria
FL2014_9_c00348_NODE_34...region001	0.001087155	0.000108715	8.20E-05	FL2014_9_0019	Other	134	FL2014_9	Chloroflexota
FL2014_9_c00352_NODE_35...region001	0.004535818	0.000453582	0.000314221	FL2014_9_0095	Other	1759	FL2014_9	Actinobacteriota
FL2014_9_c00353_NODE_35...region001	0.001075826	7.68E-05	5.34E-05	FL2014_9_0075	Terpene	1022	FL2014_9	Verrucomicrobiota
FL2014_9_c00358_NODE_35...region001	0.000596727	4.59E-05	2.42E-05	FL2014_9_0017	Other	1855	FL2014_9	Acidobacteriota
FL2014_9_c00369_NODE_36...region001	0.000205975	1.58E-05	1.03E-05	Unbinned	Other	1958	FL2014_9	Unbinned
FL2014_9_c00370_NODE_37...region001	0.000112176	2.24E-05	8.89E-07	FL2014_9_0065	RiPP	1102	FL2014_9	Desulfobacterota_B
FL2014_9_c00370_NODE_37...region002	0.00261851	0.000654628	2.21E-05	FL2014_9_0065	RiPP	1865	FL2014_9	Desulfobacterota_B
FL2014_9_c00371_NODE_37...region001	0.005089084	0.000727012	0.000791249	FL2014_9_0078	Other	262	FL2014_9	Chloroflexota
FL2014_9_c00374_NODE_37...region001	0.001107106	4.10E-05	1.22E-05	FL2014_9_0086	Other	139	FL2014_9	Acidobacteriota
FL2014_9_c00379_NODE_37...region001	7.44E-05	1.24E-05	1.46E-05	FL2014_9_0089	Other	2010	FL2014_9	Nitrospinota_A
FL2014_9_c00386_NODE_38...region001	0.000630555	3.32E-05	1.88E-05	FL2014_9_0007	Terpene	2037	FL2014_9	Proteobacteria
FL2014_9_c00386_NODE_38...region002	0.000506776	2.41E-05	1.69E-05	FL2014_9_0007	Other	869	FL2014_9	Proteobacteria
FL2014_9_c00394_NODE_39...region001	0.001562616	4.22E-05	1.50E-05	FL2014_9_0020	PKSI	682	FL2014_9	Proteobacteria
FL2014_9_c00394_NODE_39...region002	0.00058974	3.28E-05	2.81E-05	FL2014_9_0020	Terpene	507	FL2014_9	Proteobacteria
FL2014_9_c00396_NODE_39...region001	0.000333258	3.33E-05	1.15E-05	FL2014_9_0115	Other	484	FL2014_9	Chloroflexota
FL2014_9_c00396_NODE_39...region002	0.002043395	0.000157184	1.26E-05	FL2014_9_0115	Other	309	FL2014_9	Chloroflexota
FL2014_9_c00396_NODE_39...region003	0.001146276	4.59E-05	1.44E-05	FL2014_9_0115	Terpene	707	FL2014_9	Chloroflexota
FL2014_9_c00397_NODE_39...region001	0.001568198	0.000130683	0.000127075	FL2014_9_0076	Other	756	FL2014_9	Chloroflexota
FL2014_9_c00399_NODE_39...region001	0.007875485	0.000328145	0.000241909	FL2014_9_0078	Other	345	FL2014_9	Chloroflexota
FL2014_9_c00401_NODE_40...region001	0.000517015	4.31E-05	1.38E-05	FL2014_9_0092	Other	1476	FL2014_9	Proteobacteria
FL2014_9_c00402_NODE_40...region001	0.000158158	2.64E-05	2.34E-05	Unbinned	Other	1183	FL2014_9	Unbinned
FL2014_9_c00403_NODE_40...region001	8.02E-05	6.68E-06	6.65E-06	FL2014_9_0002	Other	399	FL2014_9	Proteobacteria
FL2014_9_c00408_NODE_40...region001	0.000238997	2.39E-05	1.41E-05	Unbinned	Other	175	FL2014_9	Unbinned
FL2014_9_c00408_NODE_40...region002	0.001138769	2.65E-05	1.08E-05	Unbinned	Other	638	FL2014_9	Unbinned
FL2014_9_c00414_NODE_41...region001	0.001748785	0.000116586	3.01E-05	FL2014_9_0006	Other	541	FL2014_9	Proteobacteria
FL2014_9_c00415_NODE_41...region001	0.000269978	1.80E-05	8.94E-06	FL2014_9_0092	Other	732	FL2014_9	Proteobacteria
FL2014_9_c00416_NODE_41...region001	0.005729586	0.000168517	8.48E-05	Unbinned	NRPS	1765	FL2014_9	Unbinned
FL2014_9_c00418_NODE_41...region001	0.000247037	1.90E-05	5.80E-06	FL2014_9_0002	Other	578	FL2014_9	Proteobacteria
FL2014_9_c00420_NODE_42...region001	0.005343814	0.000593757	2.95E-05	FL2014_9_0101	RiPP	203	FL2014_9	Proteobacteria
FL2014_9_c00422_NODE_42...region001	0.022867387	0.000914695	0.000351639	FL2014_9_0070	Other	895	FL2014_9	Chloroflexota
FL2014_9_c00425_NODE_42...region001	0.001396296	6.98E-05	7.68E-06	FL2014_9_0005	Other	1761	FL2014_9	Acidobacteriota
FL2014_9_c00427_NODE_42...region001	0.000772421	9.66E-05	5.94E-05	FL2014_9_0119	Other	1160	FL2014_9	Proteobacteria
FL2014_9_c00427_NODE_42...region002	0.002200447	0.000115813	8.76E-05	FL2014_9_0119	Terpene	1270	FL2014_9	Proteobacteria
FL2014_9_c00430_NODE_43...region001	4.64E-05	6.63E-06	1.57E-06	FL2014_9_0099	Other	131	FL2014_9	Actinobacteriota
FL2014_9_c00433_NODE_43...region001	0.002656594	0.000379513	2.90E-05	FL2014_9_0020	RiPP	1167	FL2014_9	Proteobacteria
FL2014_9_c00435_NODE_43...region001	0.001003086	0.000143298	6.00E-05	FL2014_9_0091	Other	667	FL2014_9	Gemmatimonadota
FL2014_9_c00440_NODE_44...region001	0.003584179	0.000896045	0.00020447	FL2014_9_0072	RiPP	74	FL2014_9	Nitrospirota
FL2014_9_c00440_NODE_44...region002	0.00236517	5.91E-05	1.97E-05	FL2014_9_0072	PKSI	1703	FL2014_9	Nitrospirota
FL2014_9_c00441_NODE_44...region001	0.00039584	4.40E-05	2.67E-05	FL2014_9_0066	Other	1164	FL2014_9	Chloroflexota
FL2014_9_c00442_NODE_44...region001	0.00417946	0.000522433	9.84E-05	FL2014_9_0066	Other	746	FL2014_9	Chloroflexota
FL2014_9_c00447_NODE_44...region001	0.001139977	6.00E-05	5.14E-05	FL2014_9_0072	Terpene	390	FL2014_9	Nitrospirota
FL2014_9_c00447_NODE_44...region002	0.000413606	4.14E-05	1.95E-05	FL2014_9_0072	Other	1642	FL2014_9	Nitrospirota
FL2014_9_c00449_NODE_44...region001	0.000989999	6.60E-05	2.87E-05	FL2014_9_0067	PKSI	1811	FL2014_9	Bacteroidota
FL2014_9_c00451_NODE_45...region001	0.005159087	0.000112154	2.83E-05	FL2014_9_0095	PKSI	1346	FL2014_9	Actinobacteriota
FL2014_9_c00456_NODE_45...region001	0.000875208	8.75E-05	5.92E-05	FL2014_9_0018	Other	599	FL2014_9	Chloroflexota
FL2014_9_c00456_NODE_45...region002	0.019347884	0.000806162	6.98E-05	FL2014_9_0018	Other	32	FL2014_9	Chloroflexota
FL2014_9_c00459_NODE_45...region001	0.002474895	0.000247489	0.000155072	FL2014_9_0095	Other	1086	FL2014_9	Actinobacteriota
FL2014_9_c00464_NODE_46...region001	0.000766782	8.52E-05	6.97E-05	FL2014_9_0113	Other	1977	FL2014_9	Proteobacteria
